match_id,competition,season,match_date,team_id,player_id,player_name,player_minutes,minute,second,x,y,type,outcome,xg
M001,Serie A,2025/26,2025-02-08,FIO,p02,Dodô,78,71,4,32.6,91.1,foul,conceded,
M001,Serie A,2025/26,2025-02-08,FIO,p02,Dodô,78,27,12,48.7,60.3,tackle,won,
M001,Serie A,2025/26,2025-02-08,FIO,p02,Dodô,78,12,8,55.4,84.7,tackle,won,
M001,Serie A,2025/26,2025-02-08,FIO,p02,Dodô,78,27,50,51.2,66.7,tackle,won,
M001,Serie A,2025/26,2025-02-08,FIO,p02,Dodô,78,49,48,39.9,85.7,pass,complete,
M001,Serie A,2025/26,2025-02-08,FIO,p02,Dodô,78,44,26,56.8,38.8,pass,complete,
M001,Serie A,2025/26,2025-02-08,FIO,p02,Dodô,78,10,24,56.9,15.5,pass,complete,
M001,Serie A,2025/26,2025-02-08,FIO,p03,L. Ranieri,77,24,32,31.8,61.1,pass,complete,
M001,Serie A,2025/26,2025-02-08,FIO,p03,L. Ranieri,77,72,49,48.9,42.8,dribble,complete,
M001,Serie A,2025/26,2025-02-08,FIO,p03,L. Ranieri,77,34,38,40.8,34.8,pass,complete,
M001,Serie A,2025/26,2025-02-08,FIO,p03,L. Ranieri,77,40,4,50.7,20.1,pass,incomplete,
M001,Serie A,2025/26,2025-02-08,FIO,p03,L. Ranieri,77,1,9,44,44.5,pass,complete,
M001,Serie A,2025/26,2025-02-08,FIO,p03,L. Ranieri,77,51,50,32.4,87.6,tackle,won,
M001,Serie A,2025/26,2025-02-08,FIO,p03,L. Ranieri,77,73,17,39.4,77.5,tackle,won,
M001,Serie A,2025/26,2025-02-08,FIO,p03,L. Ranieri,77,45,2,50.2,75.2,pass,complete,
M001,Serie A,2025/26,2025-02-08,FIO,p03,L. Ranieri,77,54,54,50.4,26.7,pass,complete,
M001,Serie A,2025/26,2025-02-08,FIO,p03,L. Ranieri,77,69,2,37.5,63.9,tackle,won,
M001,Serie A,2025/26,2025-02-08,FIO,p03,L. Ranieri,77,47,4,45.7,41.9,tackle,lost,
M001,Serie A,2025/26,2025-02-08,FIO,p03,L. Ranieri,77,77,37,32.1,42.4,foul,conceded,
M001,Serie A,2025/26,2025-02-08,FIO,p03,L. Ranieri,77,60,36,33.5,22.5,pass,complete,
M001,Serie A,2025/26,2025-02-08,FIO,p03,L. Ranieri,77,65,1,51.8,86.3,pass,complete,
M001,Serie A,2025/26,2025-02-08,FIO,p03,L. Ranieri,77,19,33,39.1,22.7,pass,incomplete,
M001,Serie A,2025/26,2025-02-08,FIO,p03,L. Ranieri,77,49,15,41.1,77.4,pass,complete,
M001,Serie A,2025/26,2025-02-08,FIO,p03,L. Ranieri,77,59,17,79,74.5,shot,off_target,0.061
M001,Serie A,2025/26,2025-02-08,FIO,p03,L. Ranieri,77,42,10,47.3,28.8,pass,complete,
M001,Serie A,2025/26,2025-02-08,FIO,p03,L. Ranieri,77,12,8,44.6,62.3,pass,incomplete,
M001,Serie A,2025/26,2025-02-08,FIO,p03,L. Ranieri,77,37,31,35.8,74,dribble,complete,
M001,Serie A,2025/26,2025-02-08,FIO,p03,L. Ranieri,77,37,5,27.8,27.2,pass,complete,
M001,Serie A,2025/26,2025-02-08,FIO,p03,L. Ranieri,77,65,9,35,78.4,tackle,lost,
M001,Serie A,2025/26,2025-02-08,FIO,p03,L. Ranieri,77,34,29,40.6,88.9,pass,complete,
M001,Serie A,2025/26,2025-02-08,FIO,p03,L. Ranieri,77,63,32,36.4,19.5,pass,complete,
M001,Serie A,2025/26,2025-02-08,FIO,p03,L. Ranieri,77,20,34,22.3,8.7,tackle,lost,
M001,Serie A,2025/26,2025-02-08,FIO,p03,L. Ranieri,77,47,7,47.4,34,pass,complete,
M001,Serie A,2025/26,2025-02-08,FIO,p03,L. Ranieri,77,70,37,23.6,59.6,tackle,lost,
M001,Serie A,2025/26,2025-02-08,FIO,p03,L. Ranieri,77,64,40,34.7,77,pass,complete,
M001,Serie A,2025/26,2025-02-08,FIO,p03,L. Ranieri,77,68,4,26.8,72,pass,complete,
M001,Serie A,2025/26,2025-02-08,FIO,p03,L. Ranieri,77,16,5,45.4,29.1,pass,incomplete,
M001,Serie A,2025/26,2025-02-08,FIO,p03,L. Ranieri,77,32,45,26,50,pass,complete,
M001,Serie A,2025/26,2025-02-08,FIO,p03,L. Ranieri,77,50,58,44.3,32.8,pass,complete,
M001,Serie A,2025/26,2025-02-08,FIO,p03,L. Ranieri,77,10,7,43.3,72.9,foul,conceded,
M001,Serie A,2025/26,2025-02-08,FIO,p03,L. Ranieri,77,59,57,25.3,38,pass,complete,
M001,Serie A,2025/26,2025-02-08,FIO,p03,L. Ranieri,77,9,13,45.5,36.4,pass,complete,
M001,Serie A,2025/26,2025-02-08,FIO,p04,M. Pongračić,20,3,56,26,11.3,pass,incomplete,
M001,Serie A,2025/26,2025-02-08,FIO,p04,M. Pongračić,20,13,39,32.8,83.1,tackle,won,
M001,Serie A,2025/26,2025-02-08,FIO,p04,M. Pongračić,20,13,27,42.8,82.8,pass,complete,
M001,Serie A,2025/26,2025-02-08,FIO,p04,M. Pongračić,20,6,31,27.9,72.1,pass,complete,
M001,Serie A,2025/26,2025-02-08,FIO,p04,M. Pongračić,20,7,18,37.4,27.2,pass,complete,
M001,Serie A,2025/26,2025-02-08,FIO,p04,M. Pongračić,20,4,10,37.4,9.2,tackle,won,
M001,Serie A,2025/26,2025-02-08,FIO,p04,M. Pongračić,20,19,35,71.2,36.8,shot,saved,0.085
M001,Serie A,2025/26,2025-02-08,FIO,p04,M. Pongračić,20,5,33,29.3,16,tackle,won,
M001,Serie A,2025/26,2025-02-08,FIO,p05,R. Gosens,41,22,26,47.5,47.9,pass,complete,
M001,Serie A,2025/26,2025-02-08,FIO,p05,R. Gosens,41,2,56,42.5,79.3,pass,complete,
M001,Serie A,2025/26,2025-02-08,FIO,p05,R. Gosens,41,30,49,52.1,82,pass,complete,
M001,Serie A,2025/26,2025-02-08,FIO,p05,R. Gosens,41,19,52,45.7,11.6,tackle,won,
M001,Serie A,2025/26,2025-02-08,FIO,p05,R. Gosens,41,40,48,42.6,77.6,pass,incomplete,
M001,Serie A,2025/26,2025-02-08,FIO,p05,R. Gosens,41,12,54,50.2,33.2,pass,incomplete,
M001,Serie A,2025/26,2025-02-08,FIO,p05,R. Gosens,41,25,5,67.6,55,pass,complete,
M001,Serie A,2025/26,2025-02-08,FIO,p05,R. Gosens,41,31,4,47.8,66.6,foul,conceded,
M001,Serie A,2025/26,2025-02-08,FIO,p05,R. Gosens,41,19,54,46.2,36.9,pass,complete,
M001,Serie A,2025/26,2025-02-08,FIO,p05,R. Gosens,41,38,16,49.3,77,tackle,lost,
M001,Serie A,2025/26,2025-02-08,FIO,p05,R. Gosens,41,35,44,50.6,71.1,foul,conceded,
M001,Serie A,2025/26,2025-02-08,FIO,p05,R. Gosens,41,3,48,66.6,84.4,pass,complete,
M001,Serie A,2025/26,2025-02-08,FIO,p05,R. Gosens,41,38,51,68.4,62.8,pass,complete,
M001,Serie A,2025/26,2025-02-08,FIO,p05,R. Gosens,41,10,3,65.9,6.6,pass,complete,
M001,Serie A,2025/26,2025-02-08,FIO,p05,R. Gosens,41,21,12,63.8,14.6,pass,incomplete,
M001,Serie A,2025/26,2025-02-08,FIO,p05,R. Gosens,41,11,18,63.4,25.8,pass,incomplete,
M001,Serie A,2025/26,2025-02-08,FIO,p05,R. Gosens,41,17,40,52.3,82.6,pass,complete,
M001,Serie A,2025/26,2025-02-08,FIO,p05,R. Gosens,41,4,48,60.3,67.2,pass,complete,
M001,Serie A,2025/26,2025-02-08,FIO,p06,R. Mandragora,86,31,43,60.3,70.1,dribble,complete,
M001,Serie A,2025/26,2025-02-08,FIO,p06,R. Mandragora,86,3,41,58.7,24.6,pass,complete,
M001,Serie A,2025/26,2025-02-08,FIO,p06,R. Mandragora,86,54,30,35.9,91.4,tackle,lost,
M001,Serie A,2025/26,2025-02-08,FIO,p06,R. Mandragora,86,3,56,62.9,8.2,pass,complete,
M001,Serie A,2025/26,2025-02-08,FIO,p06,R. Mandragora,86,46,46,59.2,65,pass,complete,
M001,Serie A,2025/26,2025-02-08,FIO,p06,R. Mandragora,86,36,17,51.8,6.8,pass,complete,
M001,Serie A,2025/26,2025-02-08,FIO,p06,R. Mandragora,86,28,50,55.5,26.3,dribble,complete,
M001,Serie A,2025/26,2025-02-08,FIO,p06,R. Mandragora,86,56,19,45.6,18.6,tackle,won,
M001,Serie A,2025/26,2025-02-08,FIO,p06,R. Mandragora,86,83,35,39.2,69.3,tackle,lost,
M001,Serie A,2025/26,2025-02-08,FIO,p06,R. Mandragora,86,8,26,62.5,28.5,pass,complete,
M001,Serie A,2025/26,2025-02-08,FIO,p06,R. Mandragora,86,60,10,41.6,52,pass,complete,
M001,Serie A,2025/26,2025-02-08,FIO,p06,R. Mandragora,86,84,53,47.8,75.7,pass,complete,
M001,Serie A,2025/26,2025-02-08,FIO,p06,R. Mandragora,86,7,48,40.4,39.3,pass,complete,
M001,Serie A,2025/26,2025-02-08,FIO,p06,R. Mandragora,86,52,7,51.3,32.9,pass,complete,
M001,Serie A,2025/26,2025-02-08,FIO,p06,R. Mandragora,86,74,28,42.7,38.1,pass,incomplete,
M001,Serie A,2025/26,2025-02-08,FIO,p06,R. Mandragora,86,73,54,63.9,45.3,pass,complete,
M001,Serie A,2025/26,2025-02-08,FIO,p06,R. Mandragora,86,76,8,50.6,41,pass,incomplete,
M001,Serie A,2025/26,2025-02-08,FIO,p06,R. Mandragora,86,54,25,56.9,31.8,foul,conceded,
M001,Serie A,2025/26,2025-02-08,FIO,p06,R. Mandragora,86,7,38,67.5,24.5,dribble,incomplete,
M001,Serie A,2025/26,2025-02-08,FIO,p06,R. Mandragora,86,69,51,52.9,17.3,pass,complete,
M001,Serie A,2025/26,2025-02-08,FIO,p06,R. Mandragora,86,80,46,48.8,22.3,pass,complete,
M001,Serie A,2025/26,2025-02-08,FIO,p06,R. Mandragora,86,86,3,37.4,21.8,foul,conceded,
M001,Serie A,2025/26,2025-02-08,FIO,p06,R. Mandragora,86,8,40,46.4,69.7,pass,complete,
M001,Serie A,2025/26,2025-02-08,FIO,p06,R. Mandragora,86,60,42,55.3,90.3,pass,incomplete,
M001,Serie A,2025/26,2025-02-08,FIO,p06,R. Mandragora,86,67,58,46.7,85.4,tackle,won,
M001,Serie A,2025/26,2025-02-08,FIO,p06,R. Mandragora,86,81,54,63.9,16.8,pass,complete,
M001,Serie A,2025/26,2025-02-08,FIO,p06,R. Mandragora,86,5,57,62.6,39.1,pass,complete,
M001,Serie A,2025/26,2025-02-08,FIO,p06,R. Mandragora,86,1,52,67.5,82,pass,complete,
M001,Serie A,2025/26,2025-02-08,FIO,p06,R. Mandragora,86,25,9,60.8,27.2,dribble,complete,
M001,Serie A,2025/26,2025-02-08,FIO,p06,R. Mandragora,86,73,2,63.6,36.1,pass,complete,
M001,Serie A,2025/26,2025-02-08,FIO,p06,R. Mandragora,86,63,48,53.9,59.7,pass,complete,
M001,Serie A,2025/26,2025-02-08,FIO,p07,Y. Adli,79,4,14,53.3,91.3,pass,complete,
M001,Serie A,2025/26,2025-02-08,FIO,p07,Y. Adli,79,34,48,67.7,47,pass,complete,
M001,Serie A,2025/26,2025-02-08,FIO,p07,Y. Adli,79,11,24,52.4,84.5,pass,complete,
M001,Serie A,2025/26,2025-02-08,FIO,p07,Y. Adli,79,35,26,70.9,50.4,pass,complete,
M001,Serie A,2025/26,2025-02-08,FIO,p07,Y. Adli,79,76,28,58.3,19.4,pass,complete,
M001,Serie A,2025/26,2025-02-08,FIO,p07,Y. Adli,79,2,49,59.2,83.4,pass,complete,
M001,Serie A,2025/26,2025-02-08,FIO,p07,Y. Adli,79,16,0,67,93.4,pass,incomplete,
M001,Serie A,2025/26,2025-02-08,FIO,p07,Y. Adli,79,55,23,66.7,80.5,pass,complete,
M001,Serie A,2025/26,2025-02-08,FIO,p07,Y. Adli,79,9,22,45.3,49.8,pass,complete,
M001,Serie A,2025/26,2025-02-08,FIO,p07,Y. Adli,79,28,21,45.1,85.2,pass,complete,
M001,Serie A,2025/26,2025-02-08,FIO,p07,Y. Adli,79,24,20,51,37.2,pass,complete,
M001,Serie A,2025/26,2025-02-08,FIO,p07,Y. Adli,79,73,8,57.4,79.2,pass,incomplete,
M001,Serie A,2025/26,2025-02-08,FIO,p07,Y. Adli,79,37,20,48.6,57,tackle,won,
M001,Serie A,2025/26,2025-02-08,FIO,p07,Y. Adli,79,65,7,70.5,37,dribble,complete,
M001,Serie A,2025/26,2025-02-08,FIO,p07,Y. Adli,79,48,23,68.4,66.6,pass,incomplete,
M001,Serie A,2025/26,2025-02-08,FIO,p07,Y. Adli,79,50,28,68.6,63.2,pass,complete,
M001,Serie A,2025/26,2025-02-08,FIO,p07,Y. Adli,79,15,16,60.5,53.3,pass,incomplete,
M001,Serie A,2025/26,2025-02-08,FIO,p07,Y. Adli,79,34,39,67.4,69.1,pass,complete,
M001,Serie A,2025/26,2025-02-08,FIO,p07,Y. Adli,79,75,32,64,50.1,pass,complete,
M001,Serie A,2025/26,2025-02-08,FIO,p07,Y. Adli,79,41,39,60,57.9,pass,complete,
M001,Serie A,2025/26,2025-02-08,FIO,p07,Y. Adli,79,27,9,57.3,52.5,pass,complete,
M001,Serie A,2025/26,2025-02-08,FIO,p07,Y. Adli,79,12,1,50.6,77.2,dribble,complete,
M001,Serie A,2025/26,2025-02-08,FIO,p07,Y. Adli,79,48,1,48.5,73.2,dribble,complete,
M001,Serie A,2025/26,2025-02-08,FIO,p07,Y. Adli,79,24,48,47.7,81.3,pass,incomplete,
M001,Serie A,2025/26,2025-02-08,FIO,p07,Y. Adli,79,22,56,63.7,52.4,pass,complete,
M001,Serie A,2025/26,2025-02-08,FIO,p07,Y. Adli,79,28,55,53.3,47.1,pass,complete,
M001,Serie A,2025/26,2025-02-08,FIO,p07,Y. Adli,79,2,15,53.8,14.6,pass,complete,
M001,Serie A,2025/26,2025-02-08,FIO,p07,Y. Adli,79,25,8,47.3,21.9,pass,complete,
M001,Serie A,2025/26,2025-02-08,FIO,p07,Y. Adli,79,51,45,59.6,51.3,dribble,complete,
M001,Serie A,2025/26,2025-02-08,FIO,p07,Y. Adli,79,73,22,67.8,86.5,pass,complete,
M001,Serie A,2025/26,2025-02-08,FIO,p07,Y. Adli,79,55,52,58.9,52.8,pass,complete,
M001,Serie A,2025/26,2025-02-08,FIO,p07,Y. Adli,79,45,11,55.5,87.4,tackle,lost,
M001,Serie A,2025/26,2025-02-08,FIO,p07,Y. Adli,79,29,29,39.6,20.3,tackle,won,
M001,Serie A,2025/26,2025-02-08,FIO,p07,Y. Adli,79,2,24,71.3,45.2,pass,complete,
M001,Serie A,2025/26,2025-02-08,FIO,p08,D. Cataldi,27,11,49,59.7,76.1,pass,complete,
M001,Serie A,2025/26,2025-02-08,FIO,p08,D. Cataldi,27,25,14,40.2,22.4,tackle,won,
M001,Serie A,2025/26,2025-02-08,FIO,p08,D. Cataldi,27,14,5,43.4,21,tackle,lost,
M001,Serie A,2025/26,2025-02-08,FIO,p08,D. Cataldi,27,9,9,45.2,84.6,foul,conceded,
M001,Serie A,2025/26,2025-02-08,FIO,p08,D. Cataldi,27,25,50,53.7,51.4,pass,complete,
M001,Serie A,2025/26,2025-02-08,FIO,p08,D. Cataldi,27,10,19,54.1,44.6,tackle,won,
M001,Serie A,2025/26,2025-02-08,FIO,p08,D. Cataldi,27,5,13,43.7,46.3,tackle,won,
M001,Serie A,2025/26,2025-02-08,FIO,p08,D. Cataldi,27,20,34,47.4,77.3,dribble,incomplete,
M001,Serie A,2025/26,2025-02-08,FIO,p08,D. Cataldi,27,2,24,40.1,49.7,pass,incomplete,
M001,Serie A,2025/26,2025-02-08,FIO,p08,D. Cataldi,27,26,28,41.6,82.5,dribble,complete,
M001,Serie A,2025/26,2025-02-08,FIO,p09,N. Fagioli,34,4,5,45.5,79.1,pass,complete,
M001,Serie A,2025/26,2025-02-08,FIO,p09,N. Fagioli,34,26,50,53.6,69,tackle,won,
M001,Serie A,2025/26,2025-02-08,FIO,p09,N. Fagioli,34,6,0,46.9,37.4,tackle,lost,
M001,Serie A,2025/26,2025-02-08,FIO,p09,N. Fagioli,34,29,57,47,49.6,pass,complete,
M001,Serie A,2025/26,2025-02-08,FIO,p09,N. Fagioli,34,15,6,54.7,80.7,pass,complete,
M001,Serie A,2025/26,2025-02-08,FIO,p09,N. Fagioli,34,32,15,56.1,31.5,pass,complete,
M001,Serie A,2025/26,2025-02-08,FIO,p09,N. Fagioli,34,5,3,56.4,39.4,pass,complete,
M001,Serie A,2025/26,2025-02-08,FIO,p09,N. Fagioli,34,19,1,58.3,44.6,pass,complete,
M001,Serie A,2025/26,2025-02-08,FIO,p09,N. Fagioli,34,13,3,42.6,87.1,tackle,lost,
M001,Serie A,2025/26,2025-02-08,FIO,p09,N. Fagioli,34,31,14,58.1,22.3,pass,incomplete,
M001,Serie A,2025/26,2025-02-08,FIO,p09,N. Fagioli,34,4,7,65.2,66.6,pass,complete,
M001,Serie A,2025/26,2025-02-08,FIO,p09,N. Fagioli,34,23,17,69.8,81.7,pass,complete,
M001,Serie A,2025/26,2025-02-08,FIO,p09,N. Fagioli,34,29,12,51.8,73.7,pass,complete,
M001,Serie A,2025/26,2025-02-08,FIO,p09,N. Fagioli,34,24,30,48.3,70.4,pass,complete,
M001,Serie A,2025/26,2025-02-08,FIO,p09,N. Fagioli,34,3,35,47.9,56.3,pass,complete,
M001,Serie A,2025/26,2025-02-08,FIO,p09,N. Fagioli,34,4,9,44.3,85.6,pass,complete,
M001,Serie A,2025/26,2025-02-08,FIO,p11,R. Sottil,91,47,20,71.2,49,pass,incomplete,
M001,Serie A,2025/26,2025-02-08,FIO,p11,R. Sottil,91,12,11,60.5,53.3,shot,saved,0.07
M001,Serie A,2025/26,2025-02-08,FIO,p11,R. Sottil,91,4,3,59.4,14.2,pass,complete,
M001,Serie A,2025/26,2025-02-08,FIO,p11,R. Sottil,91,78,21,75.9,16.2,pass,complete,
M001,Serie A,2025/26,2025-02-08,FIO,p11,R. Sottil,91,3,48,70.2,81.6,pass,complete,
M001,Serie A,2025/26,2025-02-08,FIO,p11,R. Sottil,91,85,51,77.7,69.1,dribble,complete,
M001,Serie A,2025/26,2025-02-08,FIO,p11,R. Sottil,91,51,3,78.8,49.7,pass,complete,
M001,Serie A,2025/26,2025-02-08,FIO,p11,R. Sottil,91,25,27,67,40,pass,complete,
M001,Serie A,2025/26,2025-02-08,FIO,p11,R. Sottil,91,40,14,68.8,38.9,pass,incomplete,
M001,Serie A,2025/26,2025-02-08,FIO,p11,R. Sottil,91,46,6,52.1,24.5,tackle,won,
M001,Serie A,2025/26,2025-02-08,FIO,p11,R. Sottil,91,31,50,77.6,64.4,pass,complete,
M001,Serie A,2025/26,2025-02-08,FIO,p11,R. Sottil,91,8,31,75,34.2,pass,complete,
M001,Serie A,2025/26,2025-02-08,FIO,p11,R. Sottil,91,26,43,64.9,7.3,pass,complete,
M001,Serie A,2025/26,2025-02-08,FIO,p11,R. Sottil,91,90,34,58.3,63.1,pass,incomplete,
M001,Serie A,2025/26,2025-02-08,FIO,p11,R. Sottil,91,60,23,58.7,18.6,foul,conceded,
M001,Serie A,2025/26,2025-02-08,FIO,p11,R. Sottil,91,17,46,69,22.4,pass,complete,
M001,Serie A,2025/26,2025-02-08,FIO,p11,R. Sottil,91,59,56,75.5,40.4,shot,saved,0.157
M001,Serie A,2025/26,2025-02-08,FIO,p11,R. Sottil,91,12,17,69.6,46.1,pass,incomplete,
M001,Serie A,2025/26,2025-02-08,FIO,p11,R. Sottil,91,59,58,84.8,62.5,pass,complete,
M001,Serie A,2025/26,2025-02-08,FIO,p11,R. Sottil,91,64,2,62.6,51.5,pass,complete,
M001,Serie A,2025/26,2025-02-08,FIO,p11,R. Sottil,91,11,15,59.4,75.7,pass,complete,
M001,Serie A,2025/26,2025-02-08,FIO,p11,R. Sottil,91,47,49,78.6,75.7,pass,complete,
M001,Serie A,2025/26,2025-02-08,FIO,p11,R. Sottil,91,53,13,80.1,50.8,pass,complete,
M001,Serie A,2025/26,2025-02-08,FIO,p11,R. Sottil,91,18,46,49.6,61.9,foul,conceded,
M001,Serie A,2025/26,2025-02-08,FIO,p11,R. Sottil,91,55,26,80.1,24.5,pass,complete,
M001,Serie A,2025/26,2025-02-08,FIO,p11,R. Sottil,91,74,56,63.8,21.8,pass,complete,
M001,Serie A,2025/26,2025-02-08,FIO,p11,R. Sottil,91,55,45,63.6,56.8,pass,incomplete,
M001,Serie A,2025/26,2025-02-08,FIO,p11,R. Sottil,91,55,28,49.2,59,tackle,won,
M001,Serie A,2025/26,2025-02-08,FIO,p13,M. Kean,80,29,9,85.8,85,pass,complete,
M001,Serie A,2025/26,2025-02-08,FIO,p13,M. Kean,80,37,32,87,37.6,pass,incomplete,
M001,Serie A,2025/26,2025-02-08,FIO,p13,M. Kean,80,41,40,82.9,67.9,dribble,incomplete,
M001,Serie A,2025/26,2025-02-08,FIO,p13,M. Kean,80,64,3,71.7,57.3,pass,complete,
M001,Serie A,2025/26,2025-02-08,FIO,p13,M. Kean,80,5,36,83.7,48.6,shot,off_target,0.363
M001,Serie A,2025/26,2025-02-08,FIO,p13,M. Kean,80,10,45,90.3,23.8,pass,complete,
M001,Serie A,2025/26,2025-02-08,FIO,p13,M. Kean,80,41,8,78.8,40.8,pass,complete,
M001,Serie A,2025/26,2025-02-08,FIO,p13,M. Kean,80,9,0,65.1,91.7,tackle,lost,
M001,Serie A,2025/26,2025-02-08,FIO,p13,M. Kean,80,29,10,65.1,18.6,tackle,won,
M001,Serie A,2025/26,2025-02-08,FIO,p13,M. Kean,80,8,29,89.6,65.9,pass,complete,
M001,Serie A,2025/26,2025-02-08,FIO,p13,M. Kean,80,79,59,57.2,63.9,tackle,lost,
M001,Serie A,2025/26,2025-02-08,FIO,p13,M. Kean,80,22,2,76.1,23.7,pass,complete,
M001,Serie A,2025/26,2025-02-08,FIO,p13,M. Kean,80,63,24,78.6,48.2,pass,complete,
M001,Serie A,2025/26,2025-02-08,FIO,p13,M. Kean,80,1,35,81.4,54.7,pass,complete,
M001,Serie A,2025/26,2025-02-08,FIO,p13,M. Kean,80,24,24,91.6,45.9,pass,complete,
M001,Serie A,2025/26,2025-02-08,FIO,p13,M. Kean,80,55,48,72.7,66.1,pass,complete,
M001,Serie A,2025/26,2025-02-08,FIO,p13,M. Kean,80,41,28,73.9,15.8,pass,complete,
M001,Serie A,2025/26,2025-02-08,FIO,p13,M. Kean,80,45,19,79.5,88.3,tackle,won,
M001,Serie A,2025/26,2025-02-08,FIO,p13,M. Kean,80,65,27,83.2,74,pass,complete,
M001,Serie A,2025/26,2025-02-08,FIO,p13,M. Kean,80,24,35,71.8,72.1,pass,complete,
M001,Serie A,2025/26,2025-02-08,FIO,p13,M. Kean,80,27,52,64.4,11.6,tackle,won,
M001,Serie A,2025/26,2025-02-08,FIO,p13,M. Kean,80,48,1,66.6,12.6,dribble,incomplete,
M001,Serie A,2025/26,2025-02-08,FIO,p13,M. Kean,80,53,18,77.1,81.6,pass,complete,
M001,Serie A,2025/26,2025-02-08,FIO,p13,M. Kean,80,69,25,68.1,78.9,pass,incomplete,
M001,Serie A,2025/26,2025-02-08,FIO,p13,M. Kean,80,5,50,68.6,49,pass,incomplete,
M001,Serie A,2025/26,2025-02-08,FIO,p13,M. Kean,80,5,54,70.7,34.7,pass,complete,
M001,Serie A,2025/26,2025-02-08,FIO,p13,M. Kean,80,29,31,72.3,81.8,foul,conceded,
M001,Serie A,2025/26,2025-02-08,FIO,p13,M. Kean,80,60,11,92.5,93.3,pass,complete,
M001,Serie A,2025/26,2025-02-08,FIO,p13,M. Kean,80,47,51,76.9,41.6,shot,goal,0.182
M001,Serie A,2025/26,2025-02-08,FIO,p13,M. Kean,80,66,50,92.8,22,pass,complete,
M001,Serie A,2025/26,2025-02-08,FIO,p13,M. Kean,80,69,4,84.4,86.7,pass,complete,
M001,Serie A,2025/26,2025-02-08,FIO,p13,M. Kean,80,77,52,70,10.3,pass,incomplete,
M001,Serie A,2025/26,2025-02-08,FIO,p13,M. Kean,80,46,45,66.5,38.1,pass,incomplete,
M001,Serie A,2025/26,2025-02-08,FIO,p13,M. Kean,80,27,40,60.9,82.2,foul,conceded,
